text,label
He didn't reply because he must be angry with me.!!!>>>,
,overgeneralization
My roommate closed the door because he doesn't want to talk to me.!!!^^^, mind_reading 
They didn't invite me because they don't want me around.,mind_reading
"I STRUGGLED WITH CALCULUS, SO I'M TERRIBLE AT EVERY SUBJECT.",overgeneralization
THEY HAVEN'T COMPLIMENTED MY WORK BECAUSE THEY THINK IT'S TERRIBLE.,mind_reading
,overgeneralization
"I DIDN'T GET THIS INTERNSHIP, SO I'LL NEVER GET AN INTERNSHIP.",over_generalization
   My friend cancelled because I must have offended him. 	  ,mind_reading
My friend stopped talking because I must have done something wrong.!!!]]],personalization
   Our professor assigned two chapters for Monday. 	  ,none
The project failed because I wasn't capable enough.!!!#,personalization
"I struggled with calculus, so I'm terrible at every subject.!!!&&&",overgeneralization
"   If I make a mistake in front of the team, I'll lose everyone's respect forever. 	  ",catastrophizing
"I DIDN'T GET THIS INTERNSHIP, SO I'LL NEVER GET AN INTERNSHIP.",over_generalization
the temperature dropped significantly overnight.,NONE
<p>My friend stopped talking because I must have done something wrong.</p>,personalization
"i got sick once after eating there, so that restaurant always makes people sick.",over_generalization
<div>I studied for three hours before the exam.</div>,none
<p>The temperature dropped significantly overnight.</p>,none
<div>The recruiter hasn't replied because they think I'm unqualified.</div>,mind_reading
He read my message and didn't respond because he's annoyed with me.!!!}}},mind-reading
"One project failed, so none of my projects will ever work.!!!\\",overgeneralization
My friend saw my message but didn't answer because she wants to ignore me.!!!},MIND_READING
"THEY LAUGHED AFTER I SPOKE, SO THEY WERE DEFINITELY LAUGHING AT ME.",mind_reading
HE CHOSE ANOTHER TEAMMATE BECAUSE HE THINKS I'M USELESS.,mind_reading
She smiled at everyone except me because she dislikes me.!!!)),mind_reading
My colleague made a mistake because I didn't explain things well enough.!!!%%,PERSONALIZATION
the group didn't finish on time because i wasn't useful enough.,personalization
The library closes at eight in the evening.!!!%,none
She is having a bad day because I upset her., personalization 
<p>The team won three matches this season.</p>,none
<p>The meeting went badly because I ruined it for everyone.</p>,personalization
The restaurant was crowded on Saturday.,none
he is in a bad mood because of me.,PERSONALIZATION
<div>It rained on our trip because I planned it badly.</div>,personalization
"the interviewer looked serious, so they probably hated my answers.", mind_reading 
   The train arrived ten minutes late today. 	  , none 
She smiled at everyone except me because she dislikes me.,MIND_READING
"IF I DON'T GET INTO THIS COLLEGE, MY LIFE WILL BE A DISASTER.",catastrophizing
One mistake will completely ruin my future., catastrophizing 
A BAD GRADE WILL DESTROY ALL MY CHANCES OF SUCCEEDING.,catastrophizing
A SINGLE BAD DECISION COULD DESTROY EVERYTHING.,CATASTROPHIZING
they haven't complimented my work because they think it's terrible.,mind-reading
<p>The team won three matches this season.</p>,NONE
THE TRAIN ARRIVED TEN MINUTES LATE TODAY.,NONE
"I struggled with calculus, so I'm terrible at every subject.", overgeneralization 
He is in a bad mood because of me.,personalization
They didn't invite me because they don't want me around.!!!`,mind_reading
"   I struggled with calculus, so I'm terrible at every subject. 	  ",
,NONE
<div>My friend saw my message but didn't answer because she wants to ignore me.</div>, mind_reading 
, catastrophizing 
Our team lost because I didn't play well enough.,personalization
"   One project failed, so none of my projects will ever work. 	  ",overgeneralization
   My friend stopped talking because I must have done something wrong. 	  ,personalization
   Everyone deserves equal treatment under the law. 	  ,NONE
"I STRUGGLED WITH CALCULUS, SO I'M TERRIBLE AT EVERY SUBJECT.", overgeneralization 
<div>I made one mistake in the presentation.</div>, none 
the team missed the deadline because i wasn't good enough.,
missing this deadline means my career is finished.,catastrophizing
<div>I submitted my application before the deadline.</div>,none
ONE FAILED INTERVIEW MEANS MY CAREER IS DOOMED.,
The customer was unhappy because I handled the situation badly., personalization 
"<p>If I miss this opportunity, my future is ruined.</p>",catastrophizing
   She is having a bad day because I upset her. 	  ,personalization
<div>My friend stopped talking because I must have done something wrong.</div>,personalization
"if i embarrass myself today, i'll never be able to face these people again.",catastrophizing
My colleague made a mistake because I didn't explain things well enough.,personalization
"   If I perform badly once, I'll never be respected again. 	  ",catastrophizing
"IF I MISS THIS OPPORTUNITY, MY FUTURE IS RUINED.",CATASTROPHIZING
,catastrophizing
,mind_reading
"If I perform badly once, I'll never be respected again.",catastrophizing
He chose another teammate because he thinks I'm useless.!!!###,mind-reading
He didn't reply because he must be angry with me.,MIND_READING
My friend saw my message but didn't answer because she wants to ignore me.,mind_reading
"i was late today, so i'm always irresponsible.",over_generalization
The project requires Python and a database.,NONE
   He chose another teammate because he thinks I'm useless. 	  ,mind_reading
I submitted my application before the deadline.!!!**,none
The party was awkward because I made everyone uncomfortable.,personalization
The temperature dropped significantly overnight.!!!!!!,none
,CATASTROPHIZING
<p>People from that college are all arrogant.</p>, overgeneralization 
,mind_reading
<p>My teammate is frustrated because I am slowing everyone down.</p>,personalization
i prefer tea to coffee.,
,personalization
<div>She is having a bad day because I upset her.</div>,personalization
"Our team lost because I didn't play well enough.!!!,,",personalization
She changed her major after her second year., none 
the customer was unhappy because i handled the situation badly., personalization 
,catastrophizing
   She changed her major after her second year. 	  ,none
"If I fail this exam, my entire life is over.",catastrophizing
He walked past without saying hello because he is mad at me.,mind_reading
Our professor assigned two chapters for Monday.!!!^,none
   She changed her major after her second year. 	  ,none
i submitted my application before the deadline.,NONE
every interview i've had has gone terribly.,OVERGENERALIZATION
"   If I embarrass myself today, I'll never be able to face these people again. 	  ",catastrophizing
"If I lose this job, I'll never recover.!!!)", catastrophizing 
,
They didn't invite me because they don't want me around.!!!',mind-reading
She changed her major after her second year.,none
"   The interviewer looked serious, so they probably hated my answers. 	  ",mind_reading
<div>Everyone in my class is smarter than me.</div>,OVERGENERALIZATION
"If my project fails, everything I've worked for will be pointless.",catastrophizing
MISSING THIS DEADLINE MEANS MY CAREER IS FINISHED.,catastrophizing
He is in a bad mood because of me.,personalization
,none
"   I was late today, so I'm always irresponsible. 	  ",overgeneralization
"If I lose this job, I'll never recover.",CATASTROPHIZING
The company hired five new engineers this month.,none
the bus was delayed because of traffic.,none
"If I fail this exam, my entire life is over.",catastrophizing
"If I lose this competition, all my hard work was worthless.",catastrophizing
one failed interview means my career is doomed.,
HE CHOSE ANOTHER TEAMMATE BECAUSE HE THINKS I'M USELESS.,MIND_READING
"i struggled with calculus, so i'm terrible at every subject.", overgeneralization 
The train arrived ten minutes late today.!!!:::, none 
<p>The customer was unhappy because I handled the situation badly.</p>,PERSONALIZATION
"She sounded tired, so she must be bored of talking to me.",mind_reading
I studied for three hours before the exam.,none
"My professor frowned, so he must think I'm stupid.",mind_reading
MY TEAMMATE IS FRUSTRATED BECAUSE I AM SLOWING EVERYONE DOWN.,PERSONALIZATION
The restaurant was crowded on Saturday.,none
"<div>If I perform badly once, I'll never be respected again.</div>",catastrophizing
The company hired five new engineers this month.,none
THE TEAM WON THREE MATCHES THIS SEASON., none 
our professor assigned two chapters for monday.,none
EVERYONE BECAME QUIET BECAUSE I SAID SOMETHING WRONG.,personalization
The audience was quiet because they didn't like my presentation.,mind_reading
<div>She smiled at everyone except me because she dislikes me.</div>,mind_reading
<div>The interview lasted about forty minutes.</div>,none
One mistake will completely ruin my future.!!!~~, catastrophizing 
"   I made one awkward comment, so I ruin every conversation. 	  ",
,personalization
"IF MY PRESENTATION FAILS, NOBODY WILL EVER TRUST ME AGAIN.", catastrophizing 
"<p>If I lose this job, I'll never recover.</p>",catastrophizing
THE LIBRARY CLOSES AT EIGHT IN THE EVENING.,NONE
HE HASN'T TEXTED ME BECAUSE HE DOESN'T LIKE ME ANYMORE.,MIND_READING
"<div>They laughed after I spoke, so they were definitely laughing at me.</div>",
, none 
"If I lose this job, I'll never recover.!!!>>>", catastrophizing 
The bus was delayed because of traffic.,none
"SHE SOUNDED TIRED, SO SHE MUST BE BORED OF TALKING TO ME.",mind_reading
everyone deserves equal treatment under the law.,none
"ONE PROJECT FAILED, SO NONE OF MY PROJECTS WILL EVER WORK.",
"IF MY PRESENTATION FAILS, NOBODY WILL EVER TRUST ME AGAIN.", catastrophizing 
<p>One rejection could mean I have no future in this field.</p>,catastrophizing
<p>My teammate is frustrated because I am slowing everyone down.</p>,PERSONALIZATION
IT RAINED ON OUR TRIP BECAUSE I PLANNED IT BADLY.,personalization
"One customer complained, so all our customers must be unhappy.",overgeneralization
"   One project failed, so none of my projects will ever work. 	  ",overgeneralization
MISSING THIS DEADLINE MEANS MY CAREER IS FINISHED.,catastrophizing
<div>A single bad decision could destroy everything.</div>, catastrophizing 
"I was late today, so I'm always irresponsible.",overgeneralization
   Our professor assigned two chapters for Monday. 	  ,NONE
"   I was late today, so I'm always irresponsible. 	  ",overgeneralization
My friend cancelled because I must have offended him.,mind_reading
every interview i've had has gone terribly.,overgeneralization
They haven't complimented my work because they think it's terrible.!!!``,mind_reading
,overgeneralization
THE PRESENTATION WAS BORING BECAUSE I COULDN'T MAKE IT INTERESTING.,personalization
Everyone deserves equal treatment under the law.,NONE
The party was awkward because I made everyone uncomfortable.!!!!!,personalization
A SINGLE BAD DECISION COULD DESTROY EVERYTHING.,catastrophizing
"I was late today, so I'm always irresponsible.",OVERGENERALIZATION
   A single bad decision could destroy everything. 	  ,catastrophizing
"I struggled with calculus, so I'm terrible at every subject.",overgeneralization
   Everyone in my class is smarter than me. 	  ,overgeneralization
it rained on our trip because i planned it badly.,personalization
"   If I lose this job, I'll never recover. 	  ",catastrophizing
MY FRIEND CANCELLED BECAUSE I MUST HAVE OFFENDED HIM.,MIND_READING
My friend didn't reply to my message yesterday., none 
,PERSONALIZATION
MY MANAGER DIDN'T PRAISE ME BECAUSE SHE THINKS I'M INCOMPETENT.,mind_reading
"   My first attempt didn't work, so the idea is useless. 	  ",overgeneralization
ONE MISTAKE WILL COMPLETELY RUIN MY FUTURE.,catastrophizing
<div>Missing this deadline means my career is finished.</div>,catastrophizing
THE GROUP DIDN'T FINISH ON TIME BECAUSE I WASN'T USEFUL ENOUGH., personalization 
nobody ever listens to what i say., overgeneralization 
He hasn't texted me because he doesn't like me anymore.,mind_reading
"i didn't get this internship, so i'll never get an internship.",overgeneralization
<div>The bus was delayed because of traffic.</div>,NONE
"one person rejected my idea, so people hate my ideas.",overgeneralization
"I submitted my application before the deadline.!!!""""",none
"<div>If this presentation goes badly, everyone will remember it forever.</div>",catastrophizing
She smiled at everyone except me because she dislikes me.!!!$$,
<p>He walked past without saying hello because he is mad at me.</p>,mind_reading
"IF I MAKE A MISTAKE IN FRONT OF THE TEAM, I'LL LOSE EVERYONE'S RESPECT FOREVER.",catastrophizing
   Our team lost because I didn't play well enough. 	  ,personalization
"MY FRIEND IS UNHAPPY TODAY, SO IT MUST BE BECAUSE OF SOMETHING I DID.",personalization
I made one mistake in the presentation.,none
   I studied for three hours before the exam. 	  ,none
everyone deserves equal treatment under the law.,none
"<div>They laughed after I spoke, so they were definitely laughing at me.</div>",MIND_READING
IT RAINED ON OUR TRIP BECAUSE I PLANNED IT BADLY.,personalization
HE WALKED PAST WITHOUT SAYING HELLO BECAUSE HE IS MAD AT ME.,mind-reading
"If my project fails, everything I've worked for will be pointless.",catastrophizing
i made one mistake in the presentation.,none
"If I fail this exam, my entire life is over.",CATASTROPHIZING
"One customer complained, so all our customers must be unhappy.!!!~~~",OVERGENERALIZATION
<div>The event failed because I organized it poorly.</div>,personalization
The team won three matches this season.,NONE
"If I miss this opportunity, my future is ruined.",CATASTROPHIZING
   One rejection could mean I have no future in this field. 	  ,catastrophizing
"If I embarrass myself today, I'll never be able to face these people again.!!!'",catastrophizing
   The company rejected our proposal because I wasn't persuasive enough. 	  ,personalization
Everyone in my class is smarter than me.,OVERGENERALIZATION
"   I failed one exam, so I will always fail. 	  ",overgeneralization
,over_generalization
   They didn't invite me because they don't want me around. 	  ,mind_reading
The team missed the deadline because I wasn't good enough.!!!$,personalization
a small mistake here could completely ruin everything., catastrophizing 
"If I get rejected, I'll never find another opportunity.",catastrophizing
"   If my project fails, everything I've worked for will be pointless. 	  ", catastrophizing 
<p>He is in a bad mood because of me.</p>,personalization
   She is having a bad day because I upset her. 	  ,personalization
   The team won three matches this season. 	  ,none
Nobody ever listens to what I say.,overgeneralization
"<div>The interviewer looked serious, so they probably hated my answers.</div>",mind_reading
<p>My roommate closed the door because he doesn't want to talk to me.</p>,MIND_READING
My friend didn't reply to my message yesterday.,NONE
<p>He is in a bad mood because of me.</p>,
   One failed interview means my career is doomed. 	  ,catastrophizing
I PREFER TEA TO COFFEE.,none
<p>The event failed because I organized it poorly.</p>, personalization 
   She changed her major after her second year. 	  ,none
"I struggled with calculus, so I'm terrible at every subject.",overgeneralization
, overgeneralization 
"   If I miss this opportunity, my future is ruined. 	  ", catastrophizing 
"   If my presentation fails, nobody will ever trust me again. 	  ", catastrophizing 
"one project failed, so none of my projects will ever work.",OVERGENERALIZATION
"   If I lose this job, I'll never recover. 	  ",catastrophizing
the team won three matches this season.,none
THE TEMPERATURE DROPPED SIGNIFICANTLY OVERNIGHT., none 
The bus was delayed because of traffic., none 
"One project failed, so none of my projects will ever work.",overgeneralization
<div>He read my message and didn't respond because he's annoyed with me.</div>,mind_reading
I made one mistake in the presentation.!!!],none
<div>Portugal has never won the FIFA World Cup.</div>,
"   My friend is unhappy today, so it must be because of something I did. 	  ",personalization
The company rejected our proposal because I wasn't persuasive enough.,personalization
the party was awkward because i made everyone uncomfortable.,PERSONALIZATION
"   If I lose this job, I'll never recover. 	  ",
"IF I MISS THIS OPPORTUNITY, MY FUTURE IS RUINED.",CATASTROPHIZING
"If I make a mistake in front of the team, I'll lose everyone's respect forever.",catastrophizing
"<div>If I get rejected, I'll never find another opportunity.</div>",catastrophizing
"MY TEAM LOST TODAY, SO WE CAN NEVER WIN.",OVERGENERALIZATION
"if this presentation goes badly, everyone will remember it forever.",catastrophizing
"Every interview I've had has gone terribly.!!!,,,",over_generalization
"If I get rejected, I'll never find another opportunity.!!!@@",catastrophizing
The bus was delayed because of traffic.,none
"MY FRIEND FORGOT MY BIRTHDAY, SO SHE NEVER CARES ABOUT ME.",over_generalization
People from that college are all arrogant.,overgeneralization
"<div>If this relationship ends, I'll never be happy again.</div>",catastrophizing
She is having a bad day because I upset her.,PERSONALIZATION
   She smiled at everyone except me because she dislikes me. 	  ,mind_reading
My laptop has 16 GB of RAM.!!!<,none
"<div>My friend is unhappy today, so it must be because of something I did.</div>",personalization
A single bad decision could destroy everything.!!!((,CATASTROPHIZING
   The team won three matches this season. 	  ,none
It rained on our trip because I planned it badly.,personalization
"The presentation was boring because I couldn't make it interesting.!!!""""",PERSONALIZATION
,personalization
My friend saw my message but didn't answer because she wants to ignore me.,MIND_READING
,
<p>A small mistake here could completely ruin everything.</p>, catastrophizing 
"I MADE A MISTAKE AT WORK, SO I'M BAD AT MY JOB.",over_generalization
"   If this relationship ends, I'll never be happy again. 	  ",catastrophizing
"IF I LOSE THIS COMPETITION, ALL MY HARD WORK WAS WORTHLESS.",catastrophizing
   A single bad decision could destroy everything. 	  ,catastrophizing
<div>The train arrived ten minutes late today.</div>,none
"   If this relationship ends, I'll never be happy again. 	  ",catastrophizing
,PERSONALIZATION
he walked past without saying hello because he is mad at me.,MIND_READING
"She looked away, so she probably thinks I'm boring.",mind-reading
"If I don't get into this college, my life will be a disaster.",
"<p>If I embarrass myself today, I'll never be able to face these people again.</p>",catastrophizing
   Everyone deserves equal treatment under the law. 	  ,
"   They laughed after I spoke, so they were definitely laughing at me. 	  ",mind_reading
,mind_reading
   My friend cancelled our plans because I wasn't good company. 	  ,PERSONALIZATION
"if my presentation fails, nobody will ever trust me again.",catastrophizing
"She sounded tired, so she must be bored of talking to me.",mind-reading
,none
My colleague made a mistake because I didn't explain things well enough.!!![[,personalization
"I failed one exam, so I will always fail.",overgeneralization
THE AUDIENCE WAS QUIET BECAUSE THEY DIDN'T LIKE MY PRESENTATION.,mind_reading
One mistake will completely ruin my future.!!!$$$,catastrophizing
, personalization 
<div>My friend stopped talking because I must have done something wrong.</div>,
<div>It rained on our trip because I planned it badly.</div>,PERSONALIZATION
THE MEETING WENT BADLY BECAUSE I RUINED IT FOR EVERYONE.,personalization
   My roommate closed the door because he doesn't want to talk to me. 	  ,MIND_READING
"if i perform badly once, i'll never be respected again.",catastrophizing
"One person rejected my idea, so people hate my ideas.",overgeneralization
   Portugal has never won the FIFA World Cup. 	  ,NONE
everyone deserves equal treatment under the law.,NONE
"IF I DON'T GET INTO THIS COLLEGE, MY LIFE WILL BE A DISASTER.",CATASTROPHIZING
"If I don't get into this college, my life will be a disaster.",catastrophizing
"if this presentation goes badly, everyone will remember it forever.",
my colleague made a mistake because i didn't explain things well enough.,personalization
,none
"I MADE A MISTAKE AT WORK, SO I'M BAD AT MY JOB.",over_generalization
<div>The project failed because I wasn't capable enough.</div>,personalization
"   I failed one exam, so I will always fail. 	  ", overgeneralization 
   Our professor assigned two chapters for Monday. 	  ,none
My friend cancelled because I must have offended him.,mind_reading
"I got sick once after eating there, so that restaurant always makes people sick.",overgeneralization
my friend didn't reply to my message yesterday.,none
,overgeneralization
OUR TEAM LOST BECAUSE I DIDN'T PLAY WELL ENOUGH.,personalization
i prefer tea to coffee.,
   Our professor assigned two chapters for Monday. 	  ,
"<p>My team lost today, so we can never win.</p>",
She changed her major after her second year.!!!;;;,none
"One person rejected my idea, so people hate my ideas.",
The temperature dropped significantly overnight.!!![[,none
THE PARTY WAS AWKWARD BECAUSE I MADE EVERYONE UNCOMFORTABLE., personalization 
She changed her major after her second year.,none
A small mistake here could completely ruin everything.,catastrophizing
"   Every time I try something new, I fail. 	  ",OVERGENERALIZATION
"if i get rejected, i'll never find another opportunity.",catastrophizing
"My friend forgot my birthday, so she never cares about me.",overgeneralization
A small mistake here could completely ruin everything.,catastrophizing
"   The interviewer looked serious, so they probably hated my answers. 	  ", mind_reading 
"if i perform badly once, i'll never be respected again.",CATASTROPHIZING
"<p>I got sick once after eating there, so that restaurant always makes people sick.</p>", overgeneralization 
a bad grade will destroy all my chances of succeeding.,CATASTROPHIZING
"   One person rejected my idea, so people hate my ideas. 	  ",overgeneralization
he walked past without saying hello because he is mad at me.,mind_reading
HE DIDN'T REPLY BECAUSE HE MUST BE ANGRY WITH ME.,MIND_READING
He walked past without saying hello because he is mad at me.,mind_reading
The restaurant was crowded on Saturday.,none
"i made a mistake at work, so i'm bad at my job.",overgeneralization
the customer was unhappy because i handled the situation badly.,personalization
"<p>If I embarrass myself today, I'll never be able to face these people again.</p>",catastrophizing
The bus was delayed because of traffic.,NONE
the project requires python and a database.,none
The team lost the match 2-1.,none
   The restaurant was crowded on Saturday. 	  ,none
the meeting went badly because i ruined it for everyone.,personalization
"   I didn't get this internship, so I'll never get an internship. 	  ",overgeneralization
,overgeneralization
The interview lasted about forty minutes.!!!/,none
SHE SMILED AT EVERYONE EXCEPT ME BECAUSE SHE DISLIKES ME.,mind_reading
the team missed the deadline because i wasn't good enough.,personalization
"   If I don't get into this college, my life will be a disaster. 	  ",CATASTROPHIZING
   The audience was quiet because they didn't like my presentation. 	  ,MIND_READING
He read my message and didn't respond because he's annoyed with me.,mind_reading
The event failed because I organized it poorly.,PERSONALIZATION
Portugal has never won the FIFA World Cup.,none
   The presentation was boring because I couldn't make it interesting. 	  ,personalization
A bad grade will destroy all my chances of succeeding.!!!]]],catastrophizing
I prefer tea to coffee.,none
<div>I prefer tea to coffee.</div>,NONE
My friend didn't reply to my message yesterday.,none
i submitted my application before the deadline., none 
a single bad decision could destroy everything.,catastrophizing
The meeting went badly because I ruined it for everyone.,personalization
The customer was unhappy because I handled the situation badly.!!!--,personalization
My parents argued because I caused too much stress., personalization 
he read my message and didn't respond because he's annoyed with me.,mind_reading
The company hired five new engineers this month.,NONE
, mind_reading 
"MY PROFESSOR FROWNED, SO HE MUST THINK I'M STUPID.", mind_reading 
<div>The company rejected our proposal because I wasn't persuasive enough.</div>,personalization
,none
,none
<p>She smiled at everyone except me because she dislikes me.</p>, mind_reading 
   They haven't complimented my work because they think it's terrible. 	  ,MIND_READING
"MY FRIEND IS UNHAPPY TODAY, SO IT MUST BE BECAUSE OF SOMETHING I DID.",personalization
The temperature dropped significantly overnight., none 
"I DIDN'T GET THIS INTERNSHIP, SO I'LL NEVER GET AN INTERNSHIP.",over_generalization
Everyone became quiet because I said something wrong.,personalization
<div>My teammate is frustrated because I am slowing everyone down.</div>,personalization
She is having a bad day because I upset her.!!![[[,personalization
"if i perform badly once, i'll never be respected again.",catastrophizing
the train arrived ten minutes late today.,none
"i struggled with calculus, so i'm terrible at every subject.",overgeneralization
   My friend cancelled because I must have offended him. 	  ,mind_reading
"   If I miss this opportunity, my future is ruined. 	  ",
"my friend forgot my birthday, so she never cares about me.",OVERGENERALIZATION
"If I lose this competition, all my hard work was worthless.!!!---", catastrophizing 
,over_generalization
"Every time I try something new, I fail.",OVERGENERALIZATION
My manager didn't praise me because she thinks I'm incompetent.,mind_reading
<div>My friend saw my message but didn't answer because she wants to ignore me.</div>,MIND_READING
,catastrophizing
,personalization
MY TEAMMATE IS FRUSTRATED BECAUSE I AM SLOWING EVERYONE DOWN., personalization 
The interview lasted about forty minutes., none 
"   If I don't get into this college, my life will be a disaster. 	  ",catastrophizing
The presentation was boring because I couldn't make it interesting.,personalization
One bad semester means my whole degree is a failure.,overgeneralization
he hasn't texted me because he doesn't like me anymore.,mind_reading
"I was late today, so I'm always irresponsible.",OVERGENERALIZATION
   I made one mistake in the presentation. 	  ,none
"Every time I try something new, I fail.!!!::",overgeneralization
,personalization
"She sounded tired, so she must be bored of talking to me.!!!***",MIND_READING
One rejection could mean I have no future in this field.,CATASTROPHIZING
"if my presentation fails, nobody will ever trust me again.",catastrophizing
<div>My laptop has 16 GB of RAM.</div>,none
"IF I MISS THIS OPPORTUNITY, MY FUTURE IS RUINED.",catastrophizing
   The restaurant was crowded on Saturday. 	  ,
   He walked past without saying hello because he is mad at me. 	  , mind_reading 
MY FRIEND SAW MY MESSAGE BUT DIDN'T ANSWER BECAUSE SHE WANTS TO IGNORE ME.,mind_reading
"If I fail this exam, my entire life is over.",
"IF I LOSE THIS COMPETITION, ALL MY HARD WORK WAS WORTHLESS.",catastrophizing
MISSING THIS DEADLINE MEANS MY CAREER IS FINISHED.,catastrophizing
The team won three matches this season.,none
"If this presentation goes badly, everyone will remember it forever.",catastrophizing
"<div>I made a mistake at work, so I'm bad at my job.</div>",overgeneralization
<div>He walked past without saying hello because he is mad at me.</div>,mind_reading
   My friend cancelled because I must have offended him. 	  ,mind_reading
"i struggled with calculus, so i'm terrible at every subject.",overgeneralization
nobody wants to work with me.,overgeneralization
The temperature dropped significantly overnight.,none
The library closes at eight in the evening.,NONE
it rained on our trip because i planned it badly.,personalization
"My friend forgot my birthday, so she never cares about me.",overgeneralization
MY FRIEND DIDN'T REPLY TO MY MESSAGE YESTERDAY.,NONE
The audience was quiet because they didn't like my presentation.,mind_reading
"if i embarrass myself today, i'll never be able to face these people again.",catastrophizing
people from that college are all arrogant.,over_generalization
my friend didn't reply to my message yesterday.,none
MY ROOMMATE CLOSED THE DOOR BECAUSE HE DOESN'T WANT TO TALK TO ME.,mind_reading
"I got sick once after eating there, so that restaurant always makes people sick.",overgeneralization
"If I miss this opportunity, my future is ruined.",CATASTROPHIZING
   The team missed the deadline because I wasn't good enough. 	  ,PERSONALIZATION
"MY TEAM LOST TODAY, SO WE CAN NEVER WIN.",OVERGENERALIZATION
<div>I studied for three hours before the exam.</div>,none
"if i don't get into this college, my life will be a disaster.",catastrophizing
My roommate closed the door because he doesn't want to talk to me.!!!;;;,
THE PROJECT REQUIRES PYTHON AND A DATABASE.,none
My manager didn't praise me because she thinks I'm incompetent.,mind_reading
"If I lose this competition, all my hard work was worthless.!!!<<",catastrophizing
"My friend forgot my birthday, so she never cares about me.",overgeneralization
"   One person rejected my idea, so people hate my ideas. 	  ",OVERGENERALIZATION
Missing this deadline means my career is finished.,CATASTROPHIZING
THE TEAM LOST THE MATCH 2-1.,
THE PARTY WAS AWKWARD BECAUSE I MADE EVERYONE UNCOMFORTABLE.,personalization
THE PROJECT FAILED BECAUSE I WASN'T CAPABLE ENOUGH.,PERSONALIZATION
"<p>They laughed after I spoke, so they were definitely laughing at me.</p>",mind-reading
"She sounded tired, so she must be bored of talking to me.",
The team won three matches this season.,
Every interview I've had has gone terribly.,overgeneralization
"   One customer complained, so all our customers must be unhappy. 	  ",over_generalization
"   If my presentation fails, nobody will ever trust me again. 	  ",catastrophizing
People from that college are all arrogant., overgeneralization 
A bad grade will destroy all my chances of succeeding., catastrophizing 
"IF MY PROJECT FAILS, EVERYTHING I'VE WORKED FOR WILL BE POINTLESS.",catastrophizing
"One project failed, so none of my projects will ever work.",overgeneralization
"A small mistake here could completely ruin everything.!!!,,,",
a small mistake here could completely ruin everything., catastrophizing 
   My laptop has 16 GB of RAM. 	  , none 
He chose another teammate because he thinks I'm useless.,mind_reading
They haven't complimented my work because they think it's terrible.!!!]]],MIND_READING
The train arrived ten minutes late today.,
MY FRIEND STOPPED TALKING BECAUSE I MUST HAVE DONE SOMETHING WRONG.,personalization
One rejection could mean I have no future in this field.,
My roommate closed the door because he doesn't want to talk to me.,mind_reading
,catastrophizing
<div>Everyone in my class is smarter than me.</div>, overgeneralization 
I made one mistake in the presentation.!!![[[,none
, mind_reading 
THE TEAM LOST THE MATCH 2-1.,NONE
Everyone deserves equal treatment under the law.,none
One rejection could mean I have no future in this field.,catastrophizing
The team won three matches this season.!!!=,none
THE COMPANY HIRED FIVE NEW ENGINEERS THIS MONTH.,NONE
"She looked away, so she probably thinks I'm boring.!!!!",mind_reading
"i struggled with calculus, so i'm terrible at every subject.",overgeneralization
"<p>If this presentation goes badly, everyone will remember it forever.</p>",catastrophizing
,none
Everyone deserves equal treatment under the law.,none
the train arrived ten minutes late today.,none
"my team lost today, so we can never win.",overgeneralization
<div>A small mistake here could completely ruin everything.</div>,catastrophizing
He didn't reply because he must be angry with me.!!!:,
THE TRAIN ARRIVED TEN MINUTES LATE TODAY., none 
"She was quiet during dinner, so she must be upset with me.", mind_reading 
   My roommate closed the door because he doesn't want to talk to me. 	  ,mind_reading
the recruiter hasn't replied because they think i'm unqualified., mind_reading 
One bad semester means my whole degree is a failure.,OVERGENERALIZATION
"I made one awkward comment, so I ruin every conversation.!!!>>",overgeneralization
"If this relationship ends, I'll never be happy again.!!!#",catastrophizing
"if i lose this competition, all my hard work was worthless.",CATASTROPHIZING
HE CHOSE ANOTHER TEAMMATE BECAUSE HE THINKS I'M USELESS.,MIND_READING
"One project failed, so none of my projects will ever work.!!!+",overgeneralization
Portugal has never won the FIFA World Cup.!!!```,none
<p>They didn't invite me because they don't want me around.</p>,MIND_READING
"if i miss this opportunity, my future is ruined.",catastrophizing
"my friend forgot my birthday, so she never cares about me.",overgeneralization
"i struggled with calculus, so i'm terrible at every subject.", overgeneralization 
"   If I get rejected, I'll never find another opportunity. 	  ",catastrophizing
portugal has never won the fifa world cup.,NONE
,PERSONALIZATION
OUR TEAM LOST BECAUSE I DIDN'T PLAY WELL ENOUGH., personalization 
"If I fail this exam, my entire life is over.",catastrophizing
"If this presentation goes badly, everyone will remember it forever.!!!___",CATASTROPHIZING
THE TEAM WON THREE MATCHES THIS SEASON.,none
my manager didn't praise me because she thinks i'm incompetent., mind_reading 
He didn't reply because he must be angry with me., mind_reading 
The project requires Python and a database.,none
My roommate closed the door because he doesn't want to talk to me., mind_reading 
everyone became quiet because i said something wrong.,personalization
The bus was delayed because of traffic., none 
"I made a mistake at work, so I'm bad at my job.", overgeneralization 
"   They laughed after I spoke, so they were definitely laughing at me. 	  ",mind_reading
"<div>My friend forgot my birthday, so she never cares about me.</div>",overgeneralization
"One person rejected my idea, so people hate my ideas.!!!""""",overgeneralization
"I got sick once after eating there, so that restaurant always makes people sick.!!!^^",OVERGENERALIZATION
